RBD;DV_RBD;NOM_RBD;COD_DEPE2;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;RURAL_RBD;EFECTIVR;SUPERAR;INICIAR;MEJORAR;INTEGRAR;IGUALDR;CLUSTER;INDICER;SEL2020_25;SEL2020_35;SEL
1;9;LICEO POLITECNICO ARICA;5;15;15101;ARICA;0;23.437452;47.086687;0.0;100.0;0.0;85.135741;1532;42.585993;2;2;3
2;7;PARVULARIO LAS ESPIGUITAS;5;15;15101;ARICA;0;39.315564;55.224014;90.918182;100.0;71.6;96.660815;1512;62.309953;2;2;3
3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;5;15;15101;ARICA;1;29.871585;57.854875;83.033333;100.0;68.133333;83.392098;1541;55.98678;2;2;3
4;3;LICEO OCTAVIO PALMA PEREZ;5;15;15101;ARICA;0;46.872478;54.284818;85.94;100.0;92.0;94.777983;1532;65.150122;2;2;3
5;1;JOVINA NARANJO FERNANDEZ;5;15;15101;ARICA;0;48.690327;53.757389;96.4;100.0;78.166667;94.336781;1532;65.513915;2;2;3
7;8;L. POLI. ANTONIO VARAS DE LA BARRA;5;15;15101;ARICA;0;29.168294;55.690579;0.0;100.0;0.0;92.306536;1532;48.693069;2;2;3
8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;5;15;15101;ARICA;0;38.69549;55.736442;94.69;100.0;85.75;91.764478;1532;62.08062;2;2;3
9;4;ESCUELA REPUBLICA DE ISRAEL;5;15;15101;ARICA;0;51.54489;55.272627;98.0;100.0;98.333333;95.638661;1511;68.385117;2;2;3
10;8;ESCUELA REPUBLICA DE FRANCIA;5;15;15101;ARICA;0;32.011385;50.557815;88.12;100.0;74.166667;91.606253;1512;57.14931;2;2;3
11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;5;15;15101;ARICA;0;29.7946;48.210503;87.8;100.0;60.333333;92.837061;1512;55.231763;2;2;3
12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;5;15;15101;ARICA;0;47.209071;50.773659;97.17;100.0;90.083333;95.310358;1512;64.986626;2;2;3
13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;5;15;15101;ARICA;0;44.227656;57.643916;96.52;100.0;93.833333;93.655628;1512;65.591634;2;1;2
14;0;ESCUELA ROMULO J. PENA MATURANA;5;15;15101;ARICA;0;35.743179;57.885705;86.25;100.0;76.0;93.0026;1512;60.868546;2;2;3
15;9;LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI;5;15;15101;ARICA;0;34.079959;55.235883;0.0;100.0;0.0;90.481257;1532;49.981509;2;2;3
16;7;ESCUELA REGIMIENTO RANCAGUA;5;15;15101;ARICA;0;33.948019;53.926245;81.48;100.0;45.666667;94.116504;1512;57.53788;2;2;3
17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;5;15;15101;ARICA;0;38.164115;54.219986;89.685;100.0;76.75;94.479007;1512;61.3063;2;2;3
18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;5;15;15101;ARICA;0;42.852294;64.596083;91.03;100.0;78.25;93.176966;1512;65.815485;1;2;1
19;1;ESC. HUMBERTO VALENZUELA GARCIA;5;15;15101;ARICA;0;35.402621;48.601179;93.45;100.0;87.666667;94.091627;1512;59.397791;2;2;3
20;5;ESCUELA TUCAPEL;5;15;15101;ARICA;0;34.781038;52.672456;85.95;100.0;73.583333;93.405226;1512;59.002588;2;2;3
22;1;ESCUELA GABRIELA MISTRAL;5;15;15101;ARICA;0;34.924026;57.036794;90.795;100.0;74.416667;93.688599;1512;60.672217;2;2;3
25;6;COLEGIO CENTENARIO DE ARICA;5;15;15101;ARICA;0;34.405221;59.944663;96.83;100.0;82.5;90.749901;1532;61.414216;2;2;3
26;4;ESCUELA REPUBLICA DE ARGENTINA;5;15;15101;ARICA;0;52.531356;54.194487;96.105;100.0;96.5;93.049049;1512;67.673149;1;2;1
27;2;ESCUELA ESMERALDA;5;15;15101;ARICA;0;48.775762;67.528342;97.33;100.0;67.0;93.549665;1512;68.725694;1;2;1
28;0;ESCUELA RICARDO SILVA ARRIAGADA;5;15;15101;ARICA;0;52.396894;56.813274;100.0;100.0;98.333333;95.071827;1511;69.127036;1;2;1
29;9;ESCUELA AMERICA;5;15;15101;ARICA;0;39.683588;61.710086;98.9;100.0;79.333333;92.37378;1512;64.18465;2;2;3
31;0;ESCUELA DARIO SALAS DIAZ;5;15;15101;ARICA;1;41.775466;54.4938;95.86;100.0;80.166667;94.243628;1522;63.208718;1;2;1
32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;5;15;15101;ARICA;1;32.4883;55.418757;92.290909;100.0;86.916667;93.062488;1541;59.894958;1;2;1
33;7;ESCUELA CARLOS CONDELL DE LA HAZA;5;15;15101;ARICA;1;53.916186;56.927795;88.9;100.0;76.833333;95.011797;1522;67.967033;1;2;1
35;3;ESCUELA GRAL. MANUEL BAQUEDANO;5;15;15101;ARICA;1;40.202349;56.026981;78.322222;100.0;35.0;92.680696;1521;59.40151;2;2;3
36;1;ESCUELA IGNACIO CARRERA PINTO;5;15;15101;ARICA;0;29.766168;50.845;88.03;100.0;70.916667;94.736042;1512;56.919645;2;2;3
38;8;ESCUELA ESPAÑA;5;15;15101;ARICA;1;42.457247;53.656824;94.19;100.0;97.166667;94.961067;1522;64.13426;1;2;1
39;6;ESCUELA PAMPA ALGODONAL;5;15;15101;ARICA;1;28.517737;54.763975;72.211111;100.0;48.2;90.132459;1521;54.457283;2;2;3
41;8;ESCUELA VALLE DE CHACA;5;15;15101;ARICA;1;44.025739;54.725847;76.944444;100.0;45.6;90.912792;1522;60.510241;2;2;3
42;6;ESCUELA MOLINOS LLUTA;5;15;15101;ARICA;1;47.353478;54.725847;72.211111;100.0;45.0;93.540963;1521;62.005702;1;2;1
43;4;JARDIN INFANTIL CEPILLIN;2;15;15101;ARICA;0;39.315564;55.224014;77.163636;100.0;66.6;92.875155;1512;60.401835;2;2;3
45;0;COLEGIO ITALIANO SANTA ANA;2;15;15101;ARICA;0;53.612824;56.542696;88.64;100.0;88.0;93.694902;1531;67.999978;2;2;3
49;3;JARDIN INFANTIL PADRE LUIS GALLARDO;2;15;15101;ARICA;0;39.315564;55.224014;0.0;100.0;0.0;92.875155;1512;52.442017;2;2;3
50;7;COLEGIO ADVENTISTA DE ARICA;2;15;15101;ARICA;0;52.950414;52.862082;95.57;100.0;87.0;95.667913;1532;67.524177;2;2;3
52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;2;15;15101;ARICA;0;56.631602;53.850132;98.0;96.666667;96.0;92.751153;1532;69.050317;1;2;1
56;6;COLEGIO SAN MARCOS DE ARICA;2;15;15101;ARICA;0;55.906455;49.267191;100.0;100.0;85.333333;94.713562;1531;67.583852;2;2;3
58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO;2;15;15101;ARICA;0;39.315564;55.224014;0.0;100.0;0.0;92.875155;1512;52.442017;2;2;3
60;4;COLEGIO ALEMAN DE ARICA;2;15;15101;ARICA;0;55.214045;57.427577;87.2;100.0;62.833333;91.747624;1531;67.067062;2;2;3
66;3;JARDIN INFANTIL PLUTO;2;15;15101;ARICA;0;39.315564;55.224014;0.0;100.0;0.0;92.875155;1512;52.442017;2;2;3
67;1;ABRAHAM LINCOLN SCHOOL;2;15;15101;ARICA;0;54.096651;57.508978;74.12;100.0;55.083333;94.91766;1531;66.201527;2;2;3
70;1;ESCUELA VALLE DE ESQUINA;5;15;15102;CAMARONES;1;32.821795;55.060662;69.561111;100.0;33.75;95.644979;1521;56.464111;2;2;3
72;8;LICEO VALLE DE CODPA;5;15;15102;CAMARONES;1;20.774708;54.432855;0.0;100.0;0.0;90.716282;1541;44.885423;2;2;3
73;6;ESCUELA VALLE DE COBIJA;5;15;15102;CAMARONES;1;39.448855;54.875993;53.933333;100.0;20.25;95.644979;1522;57.25175;2;2;3
74;4;ESCUELA VALLE DE CAMARONES;5;15;15102;CAMARONES;1;39.448855;54.875993;0.0;100.0;0.0;92.753907;1522;52.367214;2;2;3
75;2;ESCUELA VALLE DE GUANACAGUA;5;15;15102;CAMARONES;1;39.448855;54.875993;0.0;100.0;0.0;96.436628;1522;53.177413;2;2;3
76;0;ESCUELA VALLE DE CUYA;5;15;15102;CAMARONES;1;27.889029;54.725847;0.0;100.0;0.0;91.115111;1522;47.687502;2;2;3
78;7;LICEO GRANADEROS;5;15;15201;PUTRE;1;36.350296;62.789323;58.972727;90.0;42.0;92.062326;1541;58.722695;2;2;3
79;5;ESCUELA EL MARQUEZ;5;15;15201;PUTRE;1;30.667961;54.725847;64.35;100.0;66.4;95.644979;1521;56.893278;2;2;3
81;7;ESCUELA PAYACHATAS;5;15;15201;PUTRE;1;39.448855;54.875993;70.777778;100.0;27.2;95.644979;1522;58.609916;2;2;3
82;5;ESCUELA SAN FRANCISCO DE ASIS;5;15;15201;PUTRE;1;32.772778;55.060662;50.19375;100.0;36.0;95.644979;1521;55.396434;2;2;3
83;3;ESCUELA COTA COTANI;5;15;15201;PUTRE;1;49.754197;54.875993;69.233333;100.0;63.75;95.644979;1522;64.157726;1;2;1
84;1;ESCUELA LOS ALAMOS;5;15;15201;PUTRE;1;39.448855;54.875993;49.611111;100.0;23.75;87.662703;1522;55.411316;2;2;3
86;8;ESCUELA SAN SANTIAGO DE BELEN;5;15;15201;PUTRE;1;39.448855;54.875993;58.811111;100.0;46.25;95.644979;1522;58.844416;2;2;3
87;6;ESCUELA ANCOLACANE;5;15;15202;GENERAL LAGOS;1;39.448855;54.875993;59.983333;100.0;32.0;95.644979;1522;58.20225;2;2;3
88;4;ESCUELA ALCERRECA;5;15;15202;GENERAL LAGOS;1;39.448855;54.875993;43.055556;100.0;14.0;95.644979;1522;56.286583;2;2;3
89;2;ESCUELA HUMAPALCA;5;15;15202;GENERAL LAGOS;1;39.448855;54.875993;42.372222;100.0;30.333333;95.644979;1522;57.06225;2;2;3
90;6;ESCUELA INTERNADO VISVIRI;5;15;15202;GENERAL LAGOS;1;31.102859;55.060662;66.422222;90.0;43.0;91.851959;1521;55.067807;2;2;3
91;4;ESCUELA COSAPILLA;5;15;15202;GENERAL LAGOS;1;16.32412;54.725847;58.044444;100.0;31.75;91.790217;1522;48.627176;2;2;3
92;2;ESCUELA CHISLLUMA;5;15;15202;GENERAL LAGOS;1;32.772778;55.060662;34.044444;100.0;26.25;95.644979;1521;53.939975;2;2;3
93;0;ESCUELA CHUJLLUTA;5;15;15202;GENERAL LAGOS;1;39.448855;54.875993;43.511111;100.0;21.25;95.644979;1522;56.676416;2;2;3
94;9;ESCUELA GUACOYO;5;15;15202;GENERAL LAGOS;1;32.772778;55.060662;50.65;100.0;31.0;72.516406;1521;50.085523;2;2;3
95;7;ESCUELA COLPITAS;5;15;15202;GENERAL LAGOS;1;39.448855;54.875993;50.644444;100.0;21.5;95.644979;1522;57.116916;2;2;3
97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;1;1;1101;IQUIQUE;0;29.081883;54.083498;77.545455;100.0;70.833333;88.250458;132;55.513171;2;2;3
103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;1;1;1101;IQUIQUE;0;37.308396;56.670248;0.0;100.0;0.0;93.977247;132;52.34677;2;2;3
106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;4;1;1101;IQUIQUE;0;32.241384;54.5964;0.0;100.0;0.0;87.653653;132;48.500108;2;2;3
107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;1;1;1101;IQUIQUE;0;32.148148;54.5964;93.23;100.0;66.166667;86.850203;132;57.190985;2;2;3
108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;1;1;1101;IQUIQUE;0;25.525978;59.30498;92.109091;100.0;53.75;87.859335;132;55.593105;2;2;3
109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON;1;1;1101;IQUIQUE;0;30.466249;57.424476;0.0;96.666667;0.0;87.988213;132;48.642106;2;2;3
110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;1;1;1101;IQUIQUE;0;39.723956;54.01159;0.0;100.0;0.0;91.971858;132;52.054918;2;2;3
111;2;ESCUELA GABRIELA MISTRAL;1;1;1101;IQUIQUE;0;41.135675;57.173453;94.49;100.0;99.333333;93.496861;112;64.434143;1;2;1
112;0;ESCUELA EDUARDO LLANOS;1;1;1101;IQUIQUE;0;45.007013;62.57075;96.45;100.0;98.0;94.151336;112;67.572699;1;2;1
113;9;ESCUELA ALMIRANTE PATRICIO LYNCH;1;1;1101;IQUIQUE;0;33.863294;55.091705;0.0;100.0;0.0;88.878497;111;49.508366;2;2;3
114;7;ESCUELA PLACIDO VILLARROEL;1;1;1101;IQUIQUE;0;35.116457;59.448493;91.29;100.0;94.0;92.799809;112;62.232025;2;1;2
116;3;COLEGIO REPUBLICA DE CROACIA;1;1;1101;IQUIQUE;0;37.110323;50.842232;84.065;100.0;58.583333;90.860339;111;57.928986;2;2;3
117;1;ESCUELA PAULA JARAQUEMADA ALQUIZAR;1;1;1101;IQUIQUE;0;39.262757;53.870649;88.26;100.0;77.5;93.296085;111;61.30674;2;2;3
119;8;ESCUELA CENTENARIO;1;1;1101;IQUIQUE;0;39.677421;57.000968;92.5;100.0;79.333333;92.857137;111;62.586153;2;2;3
122;8;ESCUELA THILDA PORTILLO OLIVARES;1;1;1101;IQUIQUE;0;35.716593;55.595934;0.0;100.0;0.0;90.220434;112;50.630496;2;2;3
123;6;COLEGIO ESPANA;1;1;1101;IQUIQUE;0;31.282869;57.810306;92.38;100.0;72.166667;93.750377;112;59.537763;2;2;3
124;4;LICEO LUIS CRUZ MARTINEZ;1;1;1101;IQUIQUE;0;28.818777;55.815857;0.0;100.0;0.0;90.815575;132;48.270814;2;2;3
125;2;ESCUELA PROFESOR MANUEL CASTRO RAMOS;1;1;1101;IQUIQUE;0;38.264735;57.600728;98.68;100.0;98.75;92.481829;132;63.490458;1;2;1
126;0;COLEGIO REPUBLICA DE ITALIA;1;1;1101;IQUIQUE;0;28.836617;55.214812;0.0;100.0;0.0;89.587492;112;47.838944;2;2;3
127;9;LICEO MARIA AUXILIADORA;2;1;1101;IQUIQUE;0;56.789608;51.712746;82.23;100.0;95.916667;94.00067;131;67.901504;1;2;1
129;5;LICEO SUPERIOR GABRIELA MISTRAL;2;1;1101;IQUIQUE;0;37.257257;53.923789;0.0;100.0;0.0;86.547159;131;49.924221;2;2;3
130;9;COLEGIO NORTH COLLEGE;2;1;1101;IQUIQUE;0;47.555795;54.526854;46.45;100.0;34.683333;92.840039;131;59.809138;2;2;3
131;7;COLEGIO ESCASCE;2;1;1101;IQUIQUE;0;40.41141;55.282351;0.0;100.0;0.0;92.320405;132;52.741769;2;2;3
132;5;COLEGIO BAJO MOLLE;2;1;1101;IQUIQUE;0;60.766245;51.363221;74.59;100.0;76.016667;93.673735;131;67.749668;1;2;1
133;3;COLEGIO ADVENTISTA DE IQUIQUE;2;1;1101;IQUIQUE;0;48.148191;54.853511;90.24;90.0;79.833333;94.262448;132;65.117619;1;2;1
134;1;LICEO ATENEA;2;1;1101;IQUIQUE;0;29.410465;51.128119;59.36;100.0;49.25;88.901388;132;52.780151;2;2;3
144;9;COLEGIO IQUIQUE YOUNG SCHOOL;2;1;1101;IQUIQUE;0;34.547194;54.315532;0.0;100.0;0.0;91.799381;131;50.186675;2;2;3
154;6;ESCUELA BASICA FRONTERIZA;1;1;1404;HUARA;1;38.963608;54.725847;75.45;100.0;49.4;93.39951;122;59.284664;2;2;3
156;2;ESCUELA PISAGUA;1;1;1404;HUARA;1;39.582074;44.351292;84.622222;83.333333;76.0;93.428575;122;58.162016;2;2;3
158;9;ESCUELA CHIAPA;1;1;1404;HUARA;1;37.428485;50.782503;0.0;100.0;0.0;95.644979;122;51.109536;2;2;3
159;7;ESCUELA JAINA;1;1;1404;HUARA;1;5.844089;50.782503;0.0;100.0;0.0;95.644979;122;39.423309;2;2;3
160;0;ESCUELA PACHICA;1;1;1404;HUARA;1;42.74284;50.782503;0.0;100.0;0.0;94.446091;122;52.812092;2;2;3
161;9;LICEO DE HUARA;1;1;1404;HUARA;1;32.595172;54.000194;82.218182;100.0;49.666667;91.100511;121;56.638805;2;2;3
162;7;ESCUELA SIBAYA;1;1;1404;HUARA;1;27.201253;32.184341;80.0;100.0;90.6;81.906183;122;48.425439;2;2;3
165;1;ESCUELA CHUSMIZA;1;1;1404;HUARA;1;29.489467;54.725847;0.0;100.0;0.0;95.644979;122;49.276235;2;2;3
167;8;ESCUELA CAMINA;1;1;1402;CAMIÑA;1;47.607088;54.808561;74.0;86.666667;76.266667;90.637718;122;62.887984;1;2;1
168;6;ESCUELA CUISAMA;1;1;1402;CAMIÑA;1;37.428485;50.782503;50.188889;100.0;51.4;95.644979;122;56.690869;2;2;3
169;4;ESCUELA QUISTAGAMA;1;1;1402;CAMIÑA;1;47.695498;54.725847;59.027778;100.0;42.75;95.113728;122;61.574758;1;2;1
170;8;ESCUELA NAMA;1;1;1402;CAMIÑA;1;42.313578;50.782503;54.3;100.0;32.5;95.644979;122;57.80002;2;2;3
171;6;ESCUELA APAMILCA;1;1;1402;CAMIÑA;1;58.143203;50.782503;62.455556;96.666667;42.75;95.644979;122;64.592148;1;2;1
172;4;ESCUELA CHAPIQUILTA;1;1;1402;CAMIÑA;1;50.796127;54.725847;65.594444;100.0;23.5;95.644979;122;62.270366;1;2;1
173;2;ESCUELA MOQUELLA;1;1;1402;CAMIÑA;1;40.899018;54.725847;59.027778;100.0;42.75;91.240179;122;58.20788;2;2;3
174;0;ESCUELA FRANCIA;1;1;1402;CAMIÑA;1;44.169676;54.725847;59.027778;100.0;47.0;78.819908;122;56.898064;2;2;3
175;9;ESCUELA YALA YALA;1;1;1402;CAMIÑA;1;37.428485;50.782503;61.138889;100.0;47.333333;95.644979;122;57.144536;2;2;3
177;5;ESCUELA BASICA CARIQUIMA;1;1;1403;COLCHANE;1;37.428485;50.782503;72.088889;100.0;49.4;96.436628;122;58.079032;2;2;3
178;3;LICEO TECNICO PROFESIONAL COLCHANE;1;1;1403;COLCHANE;1;26.901942;51.798283;0.0;100.0;0.0;91.941064;121;46.684272;2;2;3
179;1;ESCUELA BASICA MAUQUE;1;1;1403;COLCHANE;1;37.428485;50.782503;72.977778;100.0;37.666667;49.603226;122;47.24235;2;2;3
185;6;ESCUELA BASICA PISIGA-CHOQUE;1;1;1403;COLCHANE;1;8.976016;50.782503;72.977778;100.0;28.25;92.340897;122;45.64639;2;2;3
186;4;ESCUELA BASICA ENQUELGA;1;1;1403;COLCHANE;1;37.428485;50.782503;0.0;100.0;0.0;95.644979;122;51.109536;2;2;3
187;2;ESCUELA VERTIENTE DEL SABER;1;1;1405;PICA;1;37.610564;56.009301;78.15;100.0;64.333333;91.940649;112;59.731122;2;2;3
188;0;ESC. MATILLA DE NUEVA EXTREMADURA;1;1;1405;PICA;1;41.342233;65.457742;78.37;100.0;62.333333;91.092127;112;63.483929;2;1;2
191;0;LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ;1;1;1401;POZO ALMONTE;1;31.885714;61.30695;0.0;100.0;0.0;90.861828;121;50.953262;2;2;3
192;9;ESCUELA BASICA MAMINA;1;1;1401;POZO ALMONTE;1;39.869216;54.725847;0.0;100.0;0.0;95.676953;121;53.123777;2;2;3
193;7;ESCUELA BASICA POZO ALMONTE;1;1;1401;POZO ALMONTE;1;40.67696;60.232182;85.945;100.0;58.5;94.155705;121;62.711441;2;2;3
195;3;ESCUELA BASICA LA TIRANA;1;1;1401;POZO ALMONTE;1;38.260237;51.019659;95.666667;100.0;60.0;93.472217;122;59.74568;2;1;2
196;1;ESCUELA BASICA HUATACONDO;1;1;1401;POZO ALMONTE;1;34.184553;54.725847;0.0;100.0;0.0;97.567556;121;51.436384;2;2;3
198;8;ESCUELA BASICA LA HUAYCA;1;1;1401;POZO ALMONTE;1;29.020487;52.753771;86.566667;100.0;68.6;87.563636;121;55.396636;2;2;3
199;6;LICEO DOMINGO LATRILLE LASTAUNOU;1;2;2301;TOCOPILLA;0;28.525407;58.669248;90.24;100.0;53.0;89.484481;232;56.732776;2;2;3
200;3;LICEO POLITECNICO DIEGO PORTALES P.;1;2;2301;TOCOPILLA;0;31.694504;54.083498;0.0;100.0;0.0;89.136693;232;48.480418;2;2;3
201;1;ESCUELA CARLOS CONDELL DE LA HAZA;1;2;2301;TOCOPILLA;0;34.579119;60.602515;100.0;100.0;78.083333;93.640686;212;62.268096;2;1;2
203;8;ESCUELA PABLO NERUDA;1;2;2301;TOCOPILLA;0;32.789295;52.557636;94.82;100.0;74.166667;94.887478;212;59.120956;2;2;3
204;6;ESCUELA L.GRAL.BERNARDO O´HIGGINS R.;1;2;2301;TOCOPILLA;0;36.035363;53.597005;96.55;100.0;73.666667;93.792291;212;60.450883;2;2;3
205;4;ESCUELA ARTURO PRAT CHACON;1;2;2301;TOCOPILLA;0;30.703314;56.813464;93.69;100.0;93.666667;91.772741;212;59.762732;2;2;3
206;2;ESCUELA ESTADOS UNIDOS DE NORTEAMERICA;1;2;2301;TOCOPILLA;0;36.708844;54.337078;96.8;100.0;92.833333;90.764133;212;61.21443;2;2;3
208;9;COLEGIO BICENTENARIO SAGRADA FAMILIA;2;2;2301;TOCOPILLA;0;46.711287;53.633283;80.7;100.0;68.083333;92.324338;231;62.858016;2;2;3
210;0;ESCUELA ARTURO PEREZ CANTO;1;2;2302;MARÍA ELENA;0;44.341852;58.884201;88.675;100.0;50.083333;92.127725;211;62.986828;2;2;3
211;9;LICEO H.C. T.P. MARIA ELENA;1;2;2302;MARÍA ELENA;0;33.435244;48.767076;0.0;100.0;0.0;90.189184;232;47.867442;2;2;3
214;3;ESCUELA IGNACIO CARRERA PINTO;1;2;2302;MARÍA ELENA;1;51.798931;55.219577;55.822222;100.0;53.75;60.65802;221;56.008684;2;2;3
217;8;LICEO BICENTENARIO LUIS CRUZ MARTINEZ;1;2;2201;CALAMA;0;57.822461;51.715806;87.08;100.0;92.666667;91.457179;232;67.853449;1;2;1
218;6;LICEO FRANCISCO DE AGUIRRE;1;2;2201;CALAMA;0;28.719996;45.471139;89.036364;100.0;87.75;89.926763;232;54.871887;2;2;3
219;4;LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA;1;2;2201;CALAMA;0;37.445061;55.989496;91.581818;100.0;79.916667;86.997193;232;60.161856;2;2;3
220;8;LICEO MINERO AMÉRICA;1;2;2201;CALAMA;0;36.745608;49.872183;89.072727;100.0;85.0;91.911257;232;59.374926;2;2;3
222;4;CENTRO EDUC.INTEGRAL DE ADULTOS C.E.I.A;1;2;2201;CALAMA;0;37.349765;55.542295;0.0;100.0;0.0;75.850619;232;48.058391;2;2;3
223;2;ESCUELA CLAUDIO ARRAU;1;2;2201;CALAMA;0;31.458104;50.686059;85.49;100.0;95.833333;89.78259;212;57.504832;2;2;3
224;0;ESCUELA GRECIA;1;2;2201;CALAMA;0;45.448899;55.956575;86.68;100.0;98.0;92.465711;212;64.92719;1;2;1
225;9;ESCUELA REPUBLICA DE BOLIVIA;1;2;2201;CALAMA;0;49.96038;55.331295;90.0;100.0;100.0;92.794226;211;66.792833;1;2;1
226;7;ESCUELA BASICA EMILIO SOTOMAYOR;1;2;2201;CALAMA;0;49.942942;57.710192;97.58;100.0;94.916667;93.355559;211;67.776598;1;2;1
227;5;ESCUELA BASICA PRESIDENTE BALMACEDA;1;2;2201;CALAMA;0;35.083211;53.124501;77.15;100.0;87.833333;91.56929;212;59.021559;2;2;3
228;3;ESCUELA BASICA VADO DE TOPATER;1;2;2201;CALAMA;0;40.217687;54.960715;95.58;100.0;66.833333;91.920564;211;61.568535;2;2;3
229;1;ESCUELA REPUBLICA DE CHILE;1;2;2201;CALAMA;0;40.338863;55.883936;93.97;100.0;93.833333;93.567081;211;63.487506;2;2;3
230;5;ESCUELA BASICA ANDRES BELLO;1;2;2201;CALAMA;0;44.352802;57.625778;86.12;100.0;91.333333;94.707709;211;65.115317;2;1;2
231;3;ESCUELA BASICA JOHN FITZGERALD KENNEDY;1;2;2201;CALAMA;0;44.160429;53.843935;100.0;100.0;97.5;94.410557;211;65.060983;2;1;2
232;1;ESCUELA BASICA PEDRO VERGARA KELLER;1;2;2201;CALAMA;0;37.60327;57.367376;81.085;100.0;95.833333;91.367281;212;61.733644;2;1;2
236;4;ESCUELA DE PARVULOS LAS ABEJITAS;1;2;2201;CALAMA;0;43.952761;54.974423;71.481818;100.0;52.4;92.875155;211;60.996803;2;2;3
237;2;ESCUELA DE PARVULOS LLAMITO BLANCO;1;2;2201;CALAMA;0;43.952761;54.974423;61.0;100.0;50.6;92.875155;211;60.277894;2;2;3
239;9;ESCUELA BASICA 21 DE MAYO;1;2;2201;CALAMA;0;41.60384;56.241669;85.92;100.0;58.083333;91.603161;212;61.35315;2;2;3
240;2;ESCUELA BASICA REPUBLICA DE FRANCIA;1;2;2201;CALAMA;0;47.848378;55.155125;99.18;100.0;98.333333;94.527463;211;66.810843;1;2;1
241;0;ESCUELA PARVULARIA LAS ARDILLAS;1;2;2201;CALAMA;0;36.545571;54.823063;82.381818;100.0;68.6;96.877162;212;60.558204;2;2;3
243;7;ESCUELA BASICA PUKARA;1;2;2201;CALAMA;1;35.973452;54.725847;74.594444;100.0;56.0;93.210392;221;58.415367;2;2;3
244;5;ESCUELA DE PARVULOS LOS ENANITOS;1;2;2201;CALAMA;0;36.545571;54.823063;57.85;100.0;55.2;96.748583;212;58.388007;2;2;3
245;3;ESCUELA DE PARVULOS PAPELUCHO;1;2;2201;CALAMA;0;43.952761;54.974423;73.781818;100.0;70.6;92.875155;211;62.044803;2;2;3
246;1;ESCUELA BASICA SENORA DE LA CANDELARIA;1;2;2201;CALAMA;1;43.432901;55.219577;85.355556;100.0;73.8;92.340897;221;62.657986;2;2;3
248;8;ESCUELA BASICA SAN JOSE;1;2;2201;CALAMA;1;43.432901;55.219577;0.0;100.0;0.0;89.862836;221;53.301479;2;2;3
252;6;ESCUELA BASICA SAN FRANCISCO;1;2;2201;CALAMA;1;42.097736;62.507704;95.4;100.0;93.0;94.768836;221;66.301463;1;2;1
253;4;COLEGIO ADVENTISTA DE CALAMA;2;2;2201;CALAMA;0;55.196267;55.258956;86.84;100.0;83.5;94.748697;231;68.12524;2;2;3
254;2;FUNDACION EDUCACIONAL COLEGIO NUESTRA SEÑORA DE AYQUINA;2;2;2201;CALAMA;0;47.232909;48.655188;81.79;100.0;88.833333;92.739867;231;62.851466;2;2;3
255;0;COLEGIO EJERCITO DE SALVACION;2;2;2201;CALAMA;0;40.82544;54.246597;100.0;100.0;100.0;59.843883;232;56.460114;2;2;3
256;9;INSTITUTO OBISPO SILVA LEZAETA;2;2;2201;CALAMA;0;54.562321;56.014569;90.0;100.0;92.333333;92.252074;231;68.184261;2;1;2
262;3;ESCUELA DE PARVULOS MICKEY MOUSE;2;2;2201;CALAMA;0;36.545571;54.823063;83.627273;100.0;79.4;92.875155;212;60.292489;2;2;3
265;8;ESCUELA DE PARVULOS LOS CONEJITOS;1;2;2201;CALAMA;0;43.952761;54.974423;65.954545;100.0;53.0;92.875155;211;60.695167;2;2;3
268;2;ESC. BASICA RURAL SAN ANTONIO DE PADUA;1;2;2202;OLLAGÜE;1;49.710523;54.725847;83.444444;100.0;100.0;93.881611;221;66.376752;1;2;1
269;0;ESCUELA BASICA SAN PEDRO DE ATACAMA;1;2;2203;SAN PEDRO DE ATACAMA;0;45.044554;58.844914;91.09;90.0;70.916667;92.874995;221;64.386793;1;2;1
